Case Number,Address House Number,Address Street Direction,Address Street Name,Address Street Suffix,Address Zip,Date Case Generated,Date Case Closed,Case Type,Response Days,Status of Case,lat,long
704947,4833,N,MORELLA,AVE,91607,12/7/2015,,GENERAL,,O,34.15868,-118.3901
704949,3985,N,ALTA MESA,DR,91604,12/7/2015,,GENERAL,,O,34.13419,-118.40905
704952,11590,W,DUQUE,DR,91604,12/7/2015,,GENERAL,,O,34.12861,-118.38719
704954,11689,W,PICTURESQUE,DR,91604,12/7/2015,,GENERAL,,O,34.14019,-118.38681
704956,13040,W,WOODBRIDGE,ST,91604,12/7/2015,,GENERAL,,O,34.14811,-118.41747
704958,6050,N,HAZELTINE,AVE,91401,12/7/2015,,GENERAL,,O,34.18086,-118.43982
704963,9141,S,DENKER,AVE,90047,12/7/2015,,FRP,,O,33.95334,-118.30478
704964,1352,E,53RD,ST,90011,12/7/2015,,FRP,,O,33.9947,-118.25084
704965,371,E,56TH,ST,90011,12/7/2015,,FRP,,O,33.99167,-118.26771
704983,910,W,71ST,ST,90044,12/7/2015,,FRP,,O,33.9754,-118.28969
704986,765,W,98TH,ST,90044,12/7/2015,,FRP,,O,33.94728,-118.28927
704988,243,W,93RD,ST,90003,12/7/2015,,FRP,,O,33.95201,-118.27742
704989,208,E,110TH,ST,90061,12/7/2015,,FRP,,O,33.93551,-118.27129
704992,9405,S,ANZAC,AVE,90002,12/7/2015,,FRP,,O,33.95145,-118.23755
704924,20134,W,LEADWELL,ST,91306,12/4/2015,,GENERAL,,O,34.20338,-118.57206
705000,,,,,,12/7/2015,,VEIP,,O,,
705003,7659,N,BLUEBELL,AVE,91605,12/7/2015,,GENERAL,,O,34.20997,-118.4116
705006,663,N,HIGHTREE,ROAD,90402,12/7/2015,,GENERAL,,O,34.04018,-118.51484
705011,6320,N,CARPENTER,AVE,91606,12/8/2015,,GENERAL,,O,34.18547,-118.39092
705055,1113,E,MARTIN LUTHER KING,BLVD,90011,12/8/2015,,GENERAL,,O,34.01129,-118.2559
705067,14639,W,LAKESIDE,ST,91342,12/9/2015,,GENERAL,,O,34.30812,-118.45243
705073,819,W,ANGELUS,PL,90291,12/9/2015,,GENERAL,,O,33.99101,-118.45396
705114,17630,W,VENTURA,BLVD,91316,12/9/2015,,GENERAL,,O,34.16195,-118.51746
705115,2026,S,GLENDON,AVE,90025,12/9/2015,,GENERAL,,O,34.04659,-118.43252
705125,7831,W,WILLOW GLEN,ROAD,90046,12/9/2015,,GENERAL,,O,34.1169,-118.36792
705126,11614,N,HERRICK,AVE,91340,12/9/2015,,GENERAL,,O,34.28132,-118.42541
705133,18936,W,INGOMAR,ST,91335,12/9/2015,,GENERAL,,O,34.21187,-118.54623
705135,1800,S,RIDGELEY,DR,90019,12/9/2015,,GENERAL,,O,34.04205,-118.358
705057,421,W,62ND,ST,90003,12/8/2015,,GENERAL,,O,33.98343,-118.28129
705119,8417,S,STANFORD,AVE,90001,12/9/2015,,GENERAL,,O,33.96235,-118.26311
705124,915,E,93RD,ST,90002,12/9/2015,,GENERAL,,O,33.95215,-118.25806
704993,4281,W,FOUNTAIN,AVE,90027,12/7/2015,,GENERAL,,O,34.09594,-118.28253
705004,6717,N,ORION,AVE,91406,12/7/2015,,GENERAL,,O,34.19261,-118.47078
705046,2436,N,INVERNESS,AVE,90027,12/8/2015,,GENERAL,,O,34.11498,-118.28832
705056,4835,N,MINDEN,PL,90041,12/8/2015,,GENERAL,,O,34.13485,-118.18723
705150,3430,N,WRIGHTWOOD,DR,91604,12/9/2015,,GENERAL,,O,34.1348,-118.37377
705152,6713,N,KATHERINE,AVE,91405,12/9/2015,,GENERAL,,O,34.19242,-118.44329
705154,6213,N,TUJUNGA,AVE,91606,12/9/2015,,GENERAL,,O,34.18352,-118.37921
705155,6732,N,HINDS,AVE,91606,12/9/2015,,GENERAL,,O,34.19314,-118.39094
705173,11917,W,SANTA MONICA,BLVD,90025,12/10/2015,,GENERAL,,O,34.04181,-118.46093
705179,6253,N,ZELZAH,AVE,91335,12/10/2015,,GENERAL,,O,34.18334,-118.52308
705183,3800,S,GRAND,AVE,90037,12/10/2015,,GENERAL,,O,34.01492,-118.27929
705217,6334,W,LA REINA,DR,91042,12/10/2015,,GENERAL,,O,34.23914,-118.26945
705228,849,E,41ST,ST,90011,12/10/2015,,GENERAL,,O,34.00932,-118.26079
705236,5650,W,PICO,BLVD,90019,12/10/2015,,VEIP,,O,34.05028,-118.36184
705238,2096,W,29TH,PL,90018,12/10/2015,,GENERAL,,O,34.02814,-118.31179
705241,1821,N,MANDEVILLE CANYON,ROAD,90049,12/10/2015,,GENERAL,,O,34.06746,-118.49382
705138,116,W,73RD,ST,90003,12/9/2015,,GENERAL,,O,33.97361,-118.27464
705230,7936,N,WOODLEY,AVE,91406,12/10/2015,,GENERAL,,O,34.21504,-118.48348
705227,1974,N,DE MILLE,DR,90027,12/10/2015,,GENERAL,,O,34.10621,-118.30308
705244,9540,N,WHEATLAND,AVE,91040,12/10/2015,,CITATIONS,,O,34.24292,-118.35856
705255,104,S,HAYWORTH,AVE,90048,12/11/2015,,GENERAL,,O,34.07407,-118.36248
705256,11759,N,FENTON,AVE,91342,12/11/2015,,GENERAL,,O,34.28378,-118.39352
705258,2042,S,CURSON,AVE,90016,12/11/2015,,GENERAL,,O,34.039,-118.36359
705313,,,,,,12/11/2015,,GENERAL,,O,,
705318,5425,N,RHEA,AVE,91356,12/11/2015,,GENERAL,,O,34.16971,-118.54212
705325,2622,S,BENTLEY,AVE,90064,12/12/2015,,GENERAL,,O,34.03287,-118.43105
705327,10720,W,CUSHDON,AVE,90064,12/12/2015,,GENERAL,,O,34.03912,-118.42393
705443,14154,W,GAIN,ST,91331,12/14/2015,,GENERAL,,O,34.24334,-118.4418
705444,19339,W,LONDELIUS,ST,91324,12/14/2015,,GENERAL,,O,34.22999,-118.55496
705490,6712,N,FRANRIVERS,AVE,91307,12/15/2015,,GENERAL,,O,34.19324,-118.65567
705495,726,S,SANTA FE,AVE,90021,12/15/2015,,GENERAL,,O,34.03375,-118.22985
705253,17207,W,NUGENT,PL,91344,12/11/2015,,GENERAL,,O,34.29734,-118.50781
705493,625,E,84TH,ST,90001,12/15/2015,,GENERAL,,O,33.96297,-118.26412
705436,4712,E,KLAMATH,PL,90032,12/14/2015,,GENERAL,,O,34.07469,-118.1823
705503,7200,W,BEVERLY,BLVD,90036,12/15/2015,,GENERAL,,O,34.07599,-118.34639
705506,446,E,ALTAIR,PL,90291,12/15/2015,,GENERAL,,O,33.98962,-118.46759
705548,2226,N,JOHNSTON,ST,90031,12/15/2015,,GENERAL,,O,34.07091,-118.21018
705553,9833,N,COMMERCE,AVE,91042,12/15/2015,,GENERAL,,O,34.24772,-118.28898
705554,7117,W,VALMONT,ST,91042,12/15/2015,,GENERAL,,O,34.25238,-118.2866
705557,10147,N,WHEATLAND,AVE,91040,12/15/2015,,GENERAL,,O,34.25513,-118.3576
705573,28004,S,WESTERN,AVE,90732,12/16/2015,,GENERAL,,O,33.76565,-118.31054
705603,5840,N,MELVIN,AVE,91356,12/16/2015,,GENERAL,,O,34.17705,-118.55987
705610,12065,W,BRANFORD,ST,91331,12/16/2015,,VEIP,,O,34.25379,-118.39598
705612,12065,W,BRANFORD,ST,91331,12/16/2015,,VEIP,,O,34.25379,-118.39598
705613,12065,W,BRANFORD,ST,91331,12/16/2015,,VEIP,,O,34.25379,-118.39598
705606,836,N,EDGEMONT,ST,90029,12/16/2015,,GENERAL,,O,34.08687,-118.29588
737367,15555,W,LEADWELL,ST,91406,9/23/2016,,PACE,,O,34.20402,-118.47233
737368,15517,W,LEADWELL,ST,91406,9/23/2016,,PACE,,O,34.20401,-118.47118
737369,1120,W,47TH,ST,90037,9/23/2016,,GENERAL,,O,34.00051,-118.29462
737371,236,W,53RD,ST,90037,9/23/2016,,GENERAL,,O,33.99409,-118.27733
705663,911,E,91ST,ST,90002,12/17/2015,,GENERAL,,O,33.95396,-118.25815
705640,6608,S,FIGUEROA,ST,90003,12/16/2015,,GENERAL,,O,33.97948,-118.28247
705646,6614,N,TEESDALE,AVE,91606,12/16/2015,,GENERAL,,O,34.19075,-118.40802
705656,9116,N,O'MELVENY,AVE,91352,12/17/2015,,GENERAL,,O,34.23481,-118.40223
705657,9254,S,CENTRAL,AVE,90002,12/17/2015,,CNAP,,O,33.95202,-118.25537
705669,6010,N,YOLANDA,AVE,91356,12/17/2015,,CITATIONS,,O,34.17884,-118.5406
705693,935,E,COLDEN,AVE,90002,12/17/2015,,FRP,,O,33.94943,-118.25742
705694,5048,N,GLORIA,AVE,91436,12/17/2015,,FRP,,O,34.16115,-118.47909
705695,8248,W,HILLSIDE,AVE,90069,12/17/2015,,FRP,,O,34.10161,-118.3684
705699,22648,W,CASS,AVE,91364,12/18/2015,,CNAP,,O,34.15254,-118.621
705703,1629,S,WELLESLEY,AVE,90025,12/18/2015,,GENERAL,,O,34.03667,-118.46226
705712,6045,N,MAMMOTH,AVE,91401,12/18/2015,,GENERAL,,O,34.18074,-118.43251
705676,8447,S,BROADWAY,,90003,12/17/2015,,GENERAL,,O,33.96188,-118.27847
705678,19360,W,LEMAY,ST,91335,12/17/2015,,GENERAL,,O,34.19127,-118.55565
705641,938,N,AVENUE 64,,90042,12/16/2015,,GENERAL,,O,34.12301,-118.17681
705664,3430,N,HUXLEY,ST,90027,12/17/2015,,GENERAL,,O,34.11651,-118.27385
705791,9782,W,OAK PASS,ROAD,90210,12/19/2015,,GENERAL,,O,34.11975,-118.42827
705793,6875,N,TROOST,AVE,91605,12/19/2015,,GENERAL,,O,34.19602,-118.3866
705798,5663,N,LANKERSHIM,BLVD,91601,12/19/2015,,GENERAL,,O,34.17379,-118.38023
705800,4257,N,SHADYGLADE,AVE,91604,12/19/2015,,GENERAL,,O,34.14834,-118.40202
705812,4618,S,FIGUEROA,ST,90037,12/21/2015,,GENERAL,,O,34.00133,-118.28248
705814,2112,S,CENTRAL,AVE,90011,12/21/2015,,GENERAL,,O,34.02198,-118.25259
705815,1606,E,32ND,ST,90011,12/21/2015,,GENERAL,,O,34.01191,-118.24557
705833,457,W,ISABEL,ST,90065,12/22/2015,,GENERAL,,O,34.08881,-118.2179
705835,3862,N,GLENALBYN,DR,90065,12/22/2015,,GENERAL,,O,34.09195,-118.21376
705841,2645,N,SICHEL,ST,90031,12/22/2015,,GENERAL,,O,34.07774,-118.21342
705900,3038,S,5TH,AVE,90018,12/22/2015,,GENERAL,,O,34.02642,-118.32226
706012,13417,W,FRIAR,ST,91401,12/22/2015,,GENERAL,,O,34.18583,-118.42528
705832,3224,E,GRANADA,ST,90065,12/22/2015,,GENERAL,,O,34.09632,-118.22783
706011,23022,W,VICTORY,BLVD,91367,12/22/2015,,GENERAL,,O,34.18623,-118.62856
705785,1801,S,FIGUEROA,ST,90015,12/18/2015,,VEIP,,O,34.03524,-118.27179
737372,158,E,81ST,ST,90003,9/23/2016,,GENERAL,,O,33.96612,-118.27187
737374,15147,W,MARLIN,PL,91405,9/23/2016,,PACE,,O,34.19766,-118.46348
737390,6939,N,GLORIA,AVE,91406,9/23/2016,,PACE,,O,34.19688,-118.47942
706015,7779,N,VARNA,AVE,91605,12/22/2015,,GENERAL,,O,34.21208,-118.42481
706025,5738,N,LINDLEY,AVE,91316,12/22/2015,,FRP,,O,34.17583,-118.52711
706026,7831,N,AGNES,AVE,91605,12/22/2015,,FRP,,O,34.21298,-118.39551
706027,7121,N,GOODLAND,AVE,91605,12/22/2015,,FRP,,O,34.19988,-118.41174
706028,13230,W,ADDISON,ST,91423,12/22/2015,,FRP,,O,34.16112,-118.42126
706029,2977,N,PASSMORE,DR,90068,12/22/2015,,FRP,,O,34.12591,-118.35176
706030,9615,N,FARRALONE,AVE,91311,12/22/2015,,FRP,,O,34.24479,-118.61069
706031,17441,W,HIAWATHA,ST,91344,12/22/2015,,FRP,,O,34.25953,-118.51483
706032,11652,W,CHENAULT,ST,90049,12/22/2015,,FRP,,O,34.0572,-118.46656
706033,1433,W,46TH,ST,90062,12/22/2015,,FRP,,O,34.00201,-118.30136
706034,3220,E,WINTER,ST,90063,12/22/2015,,FRP,,O,34.04519,-118.19311
706035,4663,E,YORK,BLVD,90041,12/22/2015,,FRP,,O,34.12307,-118.21441
706036,4020,E,BAYWOOD,ST,90039,12/22/2015,,FRP,,O,34.13512,-118.27059
706037,10966,S,SPRING,ST,90061,12/22/2015,,FRP,,O,33.93604,-118.27606
706038,916,N,GULF,AVE,90744,12/22/2015,,FRP,,O,33.78143,-118.27282
706039,942,N,MCFARLAND,AVE,90744,12/22/2015,,FRP,,O,,
706061,6740,S,CRENSHAW,BLVD,90043,12/23/2015,,GENERAL,,O,33.97692,-118.33067
706067,2022,S,GLENDON,AVE,90025,12/23/2015,,GENERAL,,O,34.04668,-118.4326
737424,1750,W,ADAMS,BLVD,90018,9/23/2016,,GENERAL,,O,34.03251,-118.30179
706260,12417,W,MULHOLLAND,DR,90210,12/23/2015,,GENERAL,,O,34.12806,-118.40367
706266,3915,N,FIGUEROA,ST,90065,12/24/2015,,GENERAL,,O,34.09164,-118.21105
706261,19644,W,VICTORY,BLVD,91335,12/24/2015,,CNAP,,O,34.18634,-118.56158
706265,1180,S,BEVERLY,DR,90035,12/24/2015,,GENERAL,,O,34.05581,-118.39554
706267,1006,W,DON,ST,90744,12/24/2015,,GENERAL,,O,33.79762,-118.27571
706271,28004,S,WESTERN,AVE,90732,12/24/2015,,GENERAL,,O,33.76565,-118.31054
706273,1635,W,CARSON,ST,90501,12/24/2015,,GENERAL,,O,33.83164,-118.30768
706274,1702,N,FRIES,AVE,90744,12/24/2015,,GENERAL,,O,33.79753,-118.26611
706276,1510,N,TOWER GROVE,DR,90210,12/26/2015,,GENERAL,,O,34.09823,-118.42692
706278,9322,N,SOPHIA,AVE,91343,12/28/2015,,CNAP,,O,34.24001,-118.48832
706333,8351,W,KIRKWOOD,DR,90046,12/28/2015,,CNAP,,O,34.10416,-118.37377
706355,5743,S,2ND,AVE,90043,12/28/2015,,GENERAL,,O,33.98974,-118.31944
706370,2044,W,FLORENCE,AVE,90047,12/29/2015,,GENERAL,,O,33.9744,-118.31487
706461,8368,W,HOLLYWOOD,BLVD,90069,12/29/2015,,GENERAL,,O,34.09836,-118.37116
706517,2131,N,UPPER KRESS,ST,90046,12/29/2015,,GENERAL,,O,34.1096,-118.37786
706367,407,E,91ST,ST,90003,12/29/2015,,GENERAL,,O,33.9539,-118.26707
706513,1717,S,CRENSHAW,BLVD,90019,12/29/2015,,GENERAL,,O,34.04304,-118.32956
706716,1721,S,CRENSHAW,BLVD,90019,12/29/2015,,GENERAL,,O,34.04292,-118.32965
706429,2713,S,LA SALLE,AVE,90018,12/29/2015,,GENERAL,,O,34.0304,-118.30556
706718,1616,S,ABBOT KINNEY,BLVD,90291,12/29/2015,,GENERAL,,O,33.98968,-118.46365
706722,120,E,31ST,ST,90011,12/29/2015,,GENERAL,,O,34.0206,-118.27048
706723,156,W,42ND,ST,90037,12/29/2015,,GENERAL,,O,34.00724,-118.27537
706724,333,W,48TH,ST,90037,12/29/2015,,GENERAL,,O,33.99933,-118.2795
706727,4518,S,HONDURAS,ST,90011,12/29/2015,,GENERAL,,O,34.00198,-118.24394
706728,1667,E,40TH,PL,90011,12/29/2015,,GENERAL,,O,34.0092,-118.24378
706768,14046,W,BEAVER,ST,91342,12/30/2015,,GENERAL,,O,34.30237,-118.4391
706770,14809,W,RYAN,ST,91342,12/30/2015,,GENERAL,,O,34.31039,-118.45512
706843,1909,W,ADAMS,BLVD,90018,12/30/2015,,GENERAL,,O,34.03286,-118.30631
706844,8574,W,APPIAN,WAY,90046,12/30/2015,,GENERAL,,O,34.10753,-118.38019
706848,5915,S,HAAS,AVE,90047,12/30/2015,,GENERAL,,O,33.98688,-118.31681
706849,967,S,GRAMERCY,DR,90019,12/30/2015,,GENERAL,,O,34.05356,-118.31235
706850,244,E,76TH,ST,90003,12/30/2015,,CNAP,,O,33.9712,-118.27024
706851,685,E,WESTMINSTER,AVE,90291,12/30/2015,,GENERAL,,O,33.99533,-118.46519
706852,10800,S,WILLOWBROOK,AVE,90059,12/30/2015,,CNAP,,O,33.93778,-118.24234
737426,5433,N,COLDWATER CANYON,AVE,91401,9/23/2016,,GENERAL,,O,34.16972,-118.414
737428,3900,N,PACHECO,DR,91403,9/23/2016,,GENERAL,,O,34.1414,-118.46325
706854,14021,N,FENTON,LANE,91342,12/31/2015,,GENERAL,,O,34.32531,-118.43956
706855,522,N,GRAMERCY,PL,90004,12/31/2015,,GENERAL,,O,34.08091,-118.3124
706858,1030,W,48TH,ST,90037,12/31/2015,,GENERAL,,O,33.99948,-118.29278
706859,5109,S,LONG BEACH,AVE,90011,12/31/2015,,GENERAL,,O,33.99631,-118.24359
706861,1271,S,GRANVILLE,AVE,90025,12/31/2015,,GENERAL,,O,34.04629,-118.46128
706866,10321,N,HILLHAVEN,AVE,91042,1/4/2016,,GENERAL,,O,34.25654,-118.29032
706867,11401,W,PENDLETON,ST,91352,1/4/2016,,GENERAL,,O,34.23414,-118.37936
706989,3209,W,WASHINGTON,BLVD,90018,1/5/2016,,GENERAL,,O,34.04007,-118.31923
706973,1944,S,STAUNTON,AVE,90058,1/4/2016,,GENERAL,,O,34.01898,-118.24134
706977,3702,W,JEFFERSON,BLVD,90016,1/4/2016,,VEIP,,O,34.02545,-118.33656
706988,1734,E,WASHINGTON,BLVD,90058,1/5/2016,,CNAP,,O,34.0202,-118.24158
707042,5075,N,KESTER,AVE,91403,1/5/2016,,GENERAL,,O,34.16286,-118.45761
707043,1730,E,WASHINGTON,BLVD,90058,1/5/2016,,CNAP,,O,34.02022,-118.24171
707044,1726,E,WASHINGTON,BLVD,90058,1/5/2016,,CNAP,,O,34.02025,-118.24184
707058,123,S,VAN NESS,AVE,90004,1/5/2016,,GENERAL,,O,34.07227,-118.31587
706991,1827,S,VIRGINIA,ROAD,90019,1/5/2016,,GENERAL,,O,34.04109,-118.33454
707013,15762,W,LEADWELL,ST,91406,1/5/2016,,GENERAL,,O,34.20374,-118.47697
737431,631,W,32ND,ST,90731,9/23/2016,,GENERAL,,O,33.71488,-118.29022
737432,1074,W,25TH,ST,90731,9/23/2016,,GENERAL,,O,33.72168,-118.30067
737433,1135,N,RIVAS CANYON,ROAD,90272,9/23/2016,,GENERAL,,O,34.05074,-118.51584
737434,1008,E,49TH,PL,90011,9/23/2016,,GENERAL,,O,33.99836,-118.25793
737435,1156,E,55TH,ST,90011,9/23/2016,,GENERAL,,O,33.9929,-118.25499
737440,6006,E,HILLANDALE,DR,90042,9/23/2016,,GENERAL,,O,34.12568,-118.18904
737441,9764,W,CASHIO,ST,90035,9/24/2016,,GENERAL,,O,34.05191,-118.4009
707067,5173,N,TAMPA,AVE,91356,1/5/2016,,FRP,,O,34.16556,-118.55367
707068,14042,W,HAMLIN,ST,91401,1/5/2016,,FRP,,O,34.18838,-118.43924
707069,12874,W,KELOWNA,ST,91331,1/5/2016,,FRP,,O,34.25516,-118.41333
707070,9615,N,FARRALONE,AVE,91311,1/5/2016,,FRP,,O,34.24479,-118.61069
707071,9615,N,FARRALONE,AVE,91311,1/5/2016,,FRP,,O,34.24479,-118.61069
707122,1582,W,ALTIVO,WAY,90026,1/6/2016,,GENERAL,,O,34.09383,-118.24762
707125,4842,N,NORWICH,AVE,91403,1/6/2016,,GENERAL,,O,34.15879,-118.46055
707130,8500,S,FIGUEROA,ST,90003,1/6/2016,,CNAP,,O,33.96105,-118.28251
707131,1919,W,GAGE,AVE,90047,1/6/2016,,VEIP,,O,33.98196,-118.31219
707177,563,W,8TH,ST,90731,1/7/2016,,GENERAL,,O,33.73684,-118.28924
707188,1154,E,LANZIT,AVE,90059,1/7/2016,,CNAP,,O,33.93498,-118.25526
707174,610,S,SERRANO,AVE,90005,1/7/2016,,GENERAL,,O,34.06307,-118.30639
737445,2245,E,DUVALL,ST,90031,9/24/2016,,GENERAL,,O,34.08736,-118.22947
737446,1155,S,ORLANDO,AVE,90035,9/24/2016,,GENERAL,,O,34.05558,-118.37402
737447,8361,N,SAN FERNANDO,ROAD,91352,9/24/2016,,GENERAL,,O,34.22192,-118.37355
737448,1728,S,CORNING,ST,90035,9/24/2016,,GENERAL,,O,34.04663,-118.37845
707129,751,W,IMPERIAL,HWY,90044,1/6/2016,,CNAP,,O,33.93111,-118.28885
707194,17808,W,TULSA,ST,91344,1/7/2016,,GENERAL,,O,34.26835,-118.52189
707477,13605,W,OAK CANYON,AVE,91423,1/8/2016,,CNAP,,O,34.14239,-118.42968
707484,426,W,MT WASHINGTON,DR,90065,1/8/2016,,GENERAL,,O,34.09549,-118.21483
707487,5026,E,ALDAMA,ST,90042,1/8/2016,,GENERAL,,O,34.1122,-118.20635
707607,12526,W,OSBORNE,ST,91331,1/8/2016,,GENERAL,,O,34.25628,-118.40635
