Case Number,Address House Number,Address House Fraction Number,Address Street Direction,Address Street Name,Address Street Suffix,Address Street Suffix Direction,Address Zip,Date Case Generated,Date Case Closed,GIS Parcel Identification Number (PIN),Case Type,Area Planning Commission (APC),Response Days,Status of Case,lat,long,year
702468,5359,,E,VALLEY,BLVD,,90032,11/10/2015,,139-5A237  90,GENERAL,East Los Angeles,,O,34.07473,-118.16674,2015
737296,1050,,W,52ND,ST,,90037,9/22/2016,,108B197   234,GENERAL,South Los Angeles,,O,33.99496,-118.29336,2016
737297,659,,W,60TH,ST,,90044,9/22/2016,,105B201   533,GENERAL,South Los Angeles,,O,33.98519,-118.2858,2016
702548,1902,,E,110TH,ST,,90059,11/12/2015,,088-5A215 482,GENERAL,South Los Angeles,,O,33.93504,-118.23886,2015
702550,15758,,W,LEMARSH,ST,,91343,11/12/2015,,204B141   575,GENERAL,North Valley,,O,34.2554,-118.47586,2015
702552,1049,,E,42ND,ST,,90011,11/12/2015,,114A209    61,GENERAL,South Los Angeles,,O,34.00768,-118.25723,2015
702553,525,,W,146TH,ST,,90248,11/12/2015,,075B201   132,GENERAL,Harbor,,O,33.89972,-118.28388,2015
702554,8807,,S,BROADWAY,,,90003,11/12/2015,,096A203   225,GENERAL,South Los Angeles,,O,33.95713,-118.27849,2015
702556,18137,,W,PARTHENIA,ST,,91325,11/13/2015,,195B125   796,CNAP,North Valley,,O,34.2288,-118.52862,2015
702806,1571,,N,TOWER GROVE,DR,,90210,11/14/2015,,147B157   176,GENERAL,West Los Angeles,,O,34.0993,-118.42606,2015
702808,1805,,S,MENLO,AVE,,90006,11/16/2015,,126B197   566,GENERAL,South Los Angeles,,O,34.04117,-118.29076,2015
702831,1416,,W,1ST,ST,,90732,11/16/2015,,018B193   973,GENERAL,Harbor,,O,33.74346,-118.30695,2015
702832,1211,,S,MEYLER,ST,,90731,11/16/2015,,015B197  1468,GENERAL,Harbor,,O,33.73307,-118.29691,2015
702834,6839,,N,GEYSER,AVE,,91335,11/16/2015,,183B121   973,GENERAL,South Valley,,O,34.195,-118.54272,2015
702849,18635,,W,LANARK,ST,,91335,11/17/2015,,189B121    84,CNAP,South Valley,,O,34.21757,-118.53963,2015
702858,7712,,N,RADFORD,AVE,,91605,11/17/2015,,189B169   934,GENERAL,North Valley,,O,34.21059,-118.39202,2015
702551,8156,,N,TILDEN,AVE,,91402,11/12/2015,,192B149   532,GENERAL,North Valley,,O,34.21951,-118.44722,2015
702557,4349,,E,MONT EAGLE,PL,,90041,11/13/2015,,156A221   249,GENERAL,East Los Angeles,,O,34.12058,-118.22016,2015
702871,17433,,W,BURBANK,BLVD,,91316,11/17/2015,,174B129   798,GENERAL,South Valley,,O,34.17241,-118.51323,2015
703173,14790,,W,BLEDSOE,ST,,91342,11/18/2015,,225B149   200,GENERAL,North Valley,,O,34.31474,-118.45452,2015
703290,750,,N,SARBONNE,ROAD,,90077,11/18/2015,,141B149    98,GENERAL,West Los Angeles,,O,34.08402,-118.45174,2015
703305,10511,,N,LAUREL CANYON,BLVD,,91331,11/18/2015,,207B153   874,GENERAL,North Valley,,O,34.26107,-118.43482,2015
703309,11625,,N,WOODCOCK,AVE,,91340,11/18/2015,,213B157   314,GENERAL,North Valley,,O,34.28149,-118.42712,2015
703310,3742,,N,FREDONIA,DR,,90068,11/18/2015,,159B177   235,GENERAL,South Valley,,O,34.13332,-118.36294,2015
703313,845,,N,SANFORD,AVE,,90744,11/18/2015,,033B209  1110,GENERAL,Harbor,,O,33.7821,-118.25052,2015
703314,12420,,W,HALEY,ST,,91352,11/18/2015,,195B165   154,GENERAL,North Valley,,O,34.23335,-118.40325,2015
703316,1258,,N,EUBANK,AVE,,90744,11/18/2015,,033B209   207,GENERAL,Harbor,,O,33.78829,-118.25585,2015
703317,1251,,N,HYATT,AVE,,90744,11/18/2015,,033B209   204,GENERAL,Harbor,,O,33.78833,-118.25501,2015
703326,3602,,N,AVENIDA DEL SOL,,,91604,11/18/2015,,159B161    78,GENERAL,South Valley,,O,34.13575,-118.40744,2015
703330,8743,,N,AQUEDUCT,AVE,,91343,11/19/2015,,195B141   633,CNAP,North Valley,,O,34.22944,-118.4743,2015
703337,7500,,W,MELROSE,AVE,,90036,11/19/2015,,141B177   661,CITATIONS,Central,,O,34.08341,-118.35337,2015
703338,1640,,N,CAHUENGA,BLVD,,90028,11/19/2015,,148-5A187 198,CITATIONS,Central,,O,34.10099,-118.32937,2015
703339,12582,,W,MILLENNIUM,,,90094,11/19/2015,,102B161  1292,CITATIONS,West Los Angeles,,O,33.97749,-118.41246,2015
703342,1536,,N,MURRAY,DR,,90026,11/19/2015,,144A203   212,GENERAL,East Los Angeles,,O,34.08878,-118.27397,2015
703168,7103,,N,VARIEL,AVE,,91303,11/17/2015,,183B105   416,GENERAL,South Valley,,O,34.1994,-118.59299,2015
737298,658,,W,60TH,ST,,90044,9/22/2016,,105B201   611,GENERAL,South Los Angeles,,O,33.98497,-118.2858,2016
737301,607,,W,60TH,ST,,90044,9/22/2016,,105B201   520,GENERAL,South Los Angeles,,O,33.9852,-118.28409,2016
703395,11853,,W,BLYTHE,ST,,91605,11/19/2015,,189B169   281,PACE,North Valley,,O,34.21492,-118.3917,2015
703411,13177,,W,KELOWNA,ST,,91331,11/19/2015,,201B157    98,GENERAL,North Valley,,O,34.25066,-118.42,2015
703413,11444,,N,SPROULE,AVE,,91331,11/19/2015,,213B161   764,GENERAL,North Valley,,O,34.27838,-118.40635,2015
703418,9951,,W,KIP,DR,,90210,11/19/2015,,147B153    58,GENERAL,West Los Angeles,,O,34.10157,-118.43382,2015
703431,1329,,N,SILVER LAKE,BLVD,,90026,11/20/2015,,142-5A205 354,GENERAL,East Los Angeles,,O,34.08407,-118.27197,2015
703437,1138,,E,40TH,PL,,90011,11/20/2015,,115-5A209 289,GENERAL,South Los Angeles,,O,34.01004,-118.25551,2015
703443,10400,,N,JOHANNA,AVE,,91040,11/20/2015,,204B181    60,GENERAL,North Valley,,O,34.25929,-118.34601,2015
703449,4000,,W,INGRAHAM,ST,,90005,11/20/2015,,132B189   201,GENERAL,Central,,O,34.06065,-118.31461,2015
703454,13027,,W,SKY VALLEY,ROAD,,90049,11/20/2015,,156B133     3,GENERAL,South Valley,,O,34.12708,-118.50773,2015
703457,1350,,N,DAVIES,DR,,90210,11/21/2015,,147B153   237,GENERAL,West Los Angeles,,O,34.09536,-118.43615,2015
703458,3002,,N,VISTACREST,DR,,90068,11/21/2015,,156A183   155,GENERAL,South Valley,,O,34.12298,-118.34621,2015
703459,15448,,W,CAMARILLO,ST,,91403,11/21/2015,,168B145   457,GENERAL,South Valley,,O,34.15746,-118.47105,2015
703460,9832,,W,YOAKUM,DR,,90210,11/21/2015,,150B153    22,GENERAL,West Los Angeles,,O,34.11196,-118.43303,2015
703470,801,,E,25TH,ST,,90011,11/23/2015,,120A209   318,GENERAL,South Los Angeles,,O,34.02165,-118.25865,2015
703438,8126,,N,REDBUSH,LANE,,91402,11/20/2015,,192B153  1111,GENERAL,North Valley,,O,34.2192,-118.43724,2015
737302,531,,W,60TH,ST,,90044,9/22/2016,,105B201   517,GENERAL,South Los Angeles,,O,33.9852,-118.28369,2016
737305,500,,W,60TH,ST,,90044,9/22/2016,,105B201   603,GENERAL,South Los Angeles,,O,33.98496,-118.28297,2016
703378,1385,,S,WESTWOOD,BLVD,,90024,11/19/2015,,132B153   836,GENERAL,West Los Angeles,,O,34.05543,-118.44206,2015
703698,12948,,W,KAGEL CANYON,ST,,91331,11/23/2015,,204B161   354,GENERAL,North Valley,,O,34.25547,-118.41474,2015
703699,11460,,N,PRAGER,AVE,,91342,11/23/2015,,213B169   679,GENERAL,North Valley,,O,34.27865,-118.39235,2015
703726,8731,,W,3RD,ST,,90048,11/24/2015,,138B169   504,GENERAL,Central,,O,34.07372,-118.38275,2015
703729,5726,,N,TYRONE,AVE,,91401,11/24/2015,,174B153   448,GENERAL,South Valley,,O,34.17472,-118.4442,2015
703830,442,,W,MANCHESTER,AVE,,90293,11/24/2015,,096B153  1030,GENERAL,West Los Angeles,,O,33.95615,-118.44277,2015
703834,11551,,N,DRONFIELD,AVE,,91331,11/24/2015,,213B161   630,GENERAL,North Valley,,O,34.27951,-118.40646,2015
703836,11621,,W,SATICOY,ST,,91605,11/24/2015,,186B169   152,GENERAL,North Valley,,O,34.2086,-118.38526,2015
703846,1343,,W,KELLAM,AVE,,90026,11/24/2015,,138A209   314,GENERAL,East Los Angeles,,O,34.07054,-118.2541,2015
703849,8515,,N,ORION,AVE,,91343,11/24/2015,,192B141   211,GENERAL,North Valley,,O,34.22503,-118.47223,2015
703853,2813,,S,DALTON,AVE,,90018,11/24/2015,,123B193  1110,GENERAL,South Los Angeles,,O,34.02958,-118.30427,2015
703858,6527,,W,87TH,ST,,90045,11/24/2015,,096B165   687,GENERAL,West Los Angeles,,O,33.95872,-118.40282,2015
703847,1346,,N,AVENUE 45,,,90041,11/24/2015,,156A221   297,GENERAL,East Los Angeles,,O,34.12044,-118.21763,2015
703852,3875,,W,WILSHIRE,BLVD,,90010,11/24/2015,,132B193    34,GENERAL,Central,,O,34.06188,-118.3112,2015
703841,1977,,N,GRAMERCY,PL,,90068,11/24/2015,,151-5A193 256,GENERAL,Central,,O,34.10763,-118.31317,2015
737313,2350,,S,VETERAN,AVE,,90064,9/22/2016,,126B157   989,GENERAL,West Los Angeles,,O,34.03962,-118.43197,2016
737314,12720,,W,MONTAGUE,ST,,91331,9/22/2016,,201B161   538,GENERAL,North Valley,,O,34.24818,-118.41027,2016
737315,13158,,W,FILMORE,ST,,91331,9/22/2016,,210B157   228,GENERAL,North Valley,,O,34.27305,-118.41959,2016
703860,13838,,W,MILBANK,ST,,91423,11/24/2015,,168B153   881,GENERAL,South Valley,,O,34.1529,-118.43455,2015
703862,6441,,W,87TH,ST,,90045,11/24/2015,,096B165   727,GENERAL,West Los Angeles,,O,33.95857,-118.40067,2015
703865,1015,,S,AVERILL,AVE,,90732,11/25/2015,,015B193   876,GENERAL,Harbor,,O,33.73506,-118.30789,2015
704249,1665,,S,KINGSLEY,DR,,90006,12/1/2015,,126B193   347,GENERAL,South Los Angeles,,O,34.04313,-118.30351,2015
703866,1106,,E,O,ST,,90744,11/25/2015,,036B209   511,GENERAL,Harbor,,O,33.79232,-118.24935,2015
703867,24623,,S,AVALON,BLVD,,90744,11/25/2015,,039B205   444,GENERAL,Harbor,,O,33.80207,-118.26416,2015
703874,6607,,W,MARYLAND,DR,,90048,11/25/2015,,135B173   409,GENERAL,Central,,O,34.06777,-118.37109,2015
703968,710,,N,WILMINGTON,BLVD,,90744,11/25/2015,,030B205   660,GENERAL,Harbor,,O,33.77822,-118.27389,2015
703972,1929,,S,RAYMOND,AVE,,90007,11/30/2015,,126B197   829,GENERAL,South Los Angeles,,O,34.03904,-118.29758,2015
703975,17447,,W,PARTHENIA,ST,,91325,11/30/2015,,195B129   395,GENERAL,North Valley,,O,34.22871,-118.51474,2015
703977,12337,,W,FOOTHILL,BLVD,,91342,11/30/2015,,213B165    92,GENERAL,North Valley,,O,34.28334,-118.40417,2015
704041,9011,,S,HOOVER,ST,,90044,11/30/2015,2/17/2016,094-5A199  36,GENERAL,South Los Angeles,79,O,33.95477,-118.2871,2015
704042,6541,,W,HOLLYWOOD,BLVD,,90028,11/30/2015,,148-5A187  99,CITATIONS,Central,,O,34.10175,-118.3324,2015
704043,6202,,W,SANTA MONICA,BLVD,,90038,11/30/2015,,144B189   685,CITATIONS,Central,,O,34.0906,-118.32463,2015
704044,4857,,N,TILDEN,AVE,,91403,12/1/2015,,169-5A151  95,CNAP,South Valley,,O,34.15922,-118.44774,2015
704198,12223,,W,GORHAM,AVE,,90049,12/1/2015,,129B141   441,GENERAL,West Los Angeles,,O,34.04827,-118.47336,2015
704200,12761,,W,JUDD,ST,,91331,12/1/2015,,213B161   798,GENERAL,North Valley,,O,34.27827,-118.41105,2015
704243,4310,,N,MCKINLEY,AVE,,90011,12/1/2015,,114A209   299,GENERAL,South Los Angeles,,O,34.00532,-118.26066,2015
704245,5508,,S,BANDERA,ST,,90058,12/1/2015,,108B213   287,GENERAL,South Los Angeles,,O,33.99265,-118.23991,2015
704247,1143,,E,ADAMS,BLVD,,90011,12/1/2015,,118-5A211 267,GENERAL,South Los Angeles,,O,34.01825,-118.25341,2015
704248,1115,,S,WALL,ST,,90015,12/1/2015,,124-5A209  91,GENERAL,Central,,O,34.03613,-118.25465,2015
703984,10236,,N,HADLEY,AVE,,91324,11/30/2015,,204B117   223,GENERAL,North Valley,,O,34.25649,-118.55667,2015
704055,3121,,W,WAVERLY,DR,,90027,12/1/2015,,153A205   131,GENERAL,Central,,O,34.11221,-118.26953,2015
737316,1027,,W,11TH,ST,,90731,9/22/2016,,015B197  1202,GENERAL,Harbor,,O,33.73445,-118.29966,2016
704520,1731,,S,WEST,BLVD,,90019,12/2/2015,,126B185   729,GENERAL,South Los Angeles,,O,34.04147,-118.33678,2015
704254,1650,,W,FLORENCE,AVE,,90047,12/1/2015,,102B193  1413,GENERAL,South Los Angeles,,O,33.9744,-118.30643,2015
704433,15503,,W,EL CAJON,ST,,91342,12/2/2015,,222B145   200,GENERAL,North Valley,,O,34.30429,-118.46968,2015
704439,605,,S,PACIFIC,AVE,,90731,12/2/2015,,015B197   387,GENERAL,Harbor,,O,33.73852,-118.28808,2015
704442,940,,E,49TH,ST,,90011,12/2/2015,,111A209   134,GENERAL,South Los Angeles,,O,33.99915,-118.25913,2015
704478,451,,E,41ST,PL,,90011,12/2/2015,,114A205    16,GENERAL,South Los Angeles,,O,34.00828,-118.26749,2015
704511,2229,,S,THURMAN,AVE,,90016,12/2/2015,,126B173  1048,GENERAL,South Los Angeles,,O,34.03741,-118.36671,2015
704515,4762,,W,ADAMS,BLVD,,90016,12/2/2015,,123B181  1048,GENERAL,South Los Angeles,,O,34.03236,-118.34393,2015
704524,10668,,N,TELFAIR,AVE,,91331,12/2/2015,,207B157   610,GENERAL,North Valley,,O,34.26417,-118.42601,2015
704569,5746,,W,ADAMS,BLVD,,90016,12/2/2015,,123B173   974,GENERAL,South Los Angeles,,O,34.03227,-118.36865,2015
704571,2920,,W,JEFFERSON,BLVD,,90018,12/2/2015,,120B185   834,GENERAL,South Los Angeles,,O,34.02544,-118.32796,2015
704573,3823,,S,DUBLIN,AVE,,90008,12/2/2015,,117B189   878,GENERAL,South Los Angeles,,O,34.01673,-118.32251,2015
704577,5451,,S,11TH,AVE,,90043,12/2/2015,,108B185   555,GENERAL,South Los Angeles,,O,33.9916,-118.32956,2015
704578,645,,N,MILO,TER,,90042,12/2/2015,,153A225   287,GENERAL,East Los Angeles,,O,34.11342,-118.20695,2015
704579,7633,,N,ETON,AVE,,91304,12/2/2015,,186B105    91,GENERAL,South Valley,,O,34.20937,-118.59571,2015
704584,15640,,W,ROSCOE,BLVD,,91406,12/2/2015,,192B141   489,GENERAL,South Valley,,O,34.22121,-118.47407,2015
704446,3470,,N,PRIMERA,AVE,,90068,12/2/2015,,159B181   132,GENERAL,Central,,O,34.13374,-118.34175,2015
737317,6315,,S,BUCKLER,AVE,,90043,9/22/2016,,105B181  1185,GENERAL,South Los Angeles,,O,33.98226,-118.35065,2016
737319,400,,N,MARINE,AVE,,90744,9/22/2016,,030B205  1269,GENERAL,Harbor,,O,33.77446,-118.26314,2016
737321,11042,,W,MAGNOLIA,BLVD,,91601,9/22/2016,,171B173   608,GENERAL,South Valley,,O,34.16478,-118.37201,2016
737324,10500,,W,PENROSE,ST,,91352,9/23/2016,,195B177   239,GENERAL,North Valley,,O,34.23213,-118.36001,2016
704677,1134,,E,103RD,PL,,90002,12/2/2015,,090B209   669,GENERAL,South Los Angeles,,O,33.94255,-118.25525,2015
704679,3638,,S,ADAIR,ST,,90011,12/2/2015,,117A205   448,GENERAL,South Los Angeles,,O,34.01317,-118.26767,2015
704683,4161,,W,GARDEN,AVE,,90039,12/3/2015,,157-5A205  37,GENERAL,East Los Angeles,,O,34.12761,-118.2696,2015
704684,4333,,N,EDENHURST,AVE,,90039,12/3/2015,,159B205   373,GENERAL,East Los Angeles,,O,34.13218,-118.27003,2015
704685,10032,,N,KESTER,AVE,,91345,12/3/2015,,204B149   483,GENERAL,North Valley,,O,34.2528,-118.45634,2015
704686,13684,,N,DRONFIELD,AVE,,91342,12/3/2015,,228B149   296,GENERAL,North Valley,,O,34.32078,-118.45371,2015
704796,7169,,W,BEVERLY,BLVD,,90036,12/3/2015,,138B181   369,CITATIONS,Central,,O,34.07632,-118.34591,2015
704802,726,,S,CITRUS,AVE,,90036,12/3/2015,,132B185    83,GENERAL,Central,,O,34.06121,-118.33956,2015
704812,416,,E,ANAHEIM,ST,,90744,12/3/2015,,030B209   217,GENERAL,Harbor,,O,33.78009,-118.25791,2015
704828,8425,,W,FORSYTHE,ST,,91040,12/4/2015,,207B189   243,GENERAL,North Valley,,O,34.26637,-118.31668,2015
704723,1333,,W,60TH,ST,,90044,12/3/2015,,105B197   311,GENERAL,South Los Angeles,,O,33.98598,-118.29913,2015
704800,4567,,W,WASHINGTON,BLVD,,90019,12/3/2015,,126B185   987,GENERAL,South Los Angeles,,O,34.04001,-118.33954,2015
704816,4605,,E,NORELLE,ST,,90032,12/3/2015,,138A231   107,GENERAL,East Los Angeles,,O,34.07226,-118.18431,2015
704817,5234,,E,ITHACA,AVE,,90032,12/3/2015,,139-5A235 392,GENERAL,East Los Angeles,,O,34.07479,-118.17203,2015
704832,5922,,N,BALCOM,AVE,,91316,12/4/2015,,177B129   744,GENERAL,South Valley,,O,34.17813,-118.52029,2015
704841,2357,,W,29TH,PL,,90018,12/4/2015,,120B189   135,GENERAL,South Los Angeles,,O,34.02833,-118.31953,2015
704930,6215,,N,WHITE OAK,AVE,,91335,12/5/2015,,177B129   105,GENERAL,South Valley,,O,34.18326,-118.51869,2015
704942,12307,,W,SATICOY,ST,,91605,12/7/2015,,186B165   224,GENERAL,North Valley,,O,34.20861,-118.40095,2015
704943,12301,,W,SATICOY,ST,,91605,12/7/2015,,186B165   225,GENERAL,North Valley,,O,34.20862,-118.40078,2015
704947,4833,,N,MORELLA,AVE,,91607,12/7/2015,,168B169   283,GENERAL,South Valley,,O,34.15868,-118.3901,2015
704949,3985,,N,ALTA MESA,DR,,91604,12/7/2015,,159B161   176,GENERAL,South Valley,,O,34.13419,-118.40905,2015
704952,11590,,W,DUQUE,DR,,91604,12/7/2015,,159B169   685,GENERAL,South Valley,,O,34.12861,-118.38719,2015
704954,11689,,W,PICTURESQUE,DR,,91604,12/7/2015,,162B169   511,GENERAL,South Valley,,O,34.14019,-118.38681,2015
704956,13040,,W,WOODBRIDGE,ST,,91604,12/7/2015,,165B161   670,GENERAL,South Valley,,O,34.14811,-118.41747,2015
704958,6050,,N,HAZELTINE,AVE,,91401,12/7/2015,,177B153   767,GENERAL,South Valley,,O,34.18086,-118.43982,2015
704924,20134,,W,LEADWELL,ST,,91306,12/4/2015,,186B113   753,GENERAL,South Valley,,O,34.20338,-118.57206,2015
705003,7659,,N,BLUEBELL,AVE,,91605,12/7/2015,,186B161   108,GENERAL,North Valley,,O,34.20997,-118.4116,2015
705006,663,,N,HIGHTREE,ROAD,,90402,12/7/2015,,126B129   636,GENERAL,West Los Angeles,,O,34.04018,-118.51484,2015
705011,6320,,N,CARPENTER,AVE,,91606,12/8/2015,,177B169    62,GENERAL,South Valley,,O,34.18547,-118.39092,2015
705055,1113,,E,MARTIN LUTHER KING,BLVD,,90011,12/8/2015,,115-5A209 165,GENERAL,South Los Angeles,,O,34.01129,-118.2559,2015
705067,14639,,W,LAKESIDE,ST,,91342,12/9/2015,,222B149    92,GENERAL,North Valley,,O,34.30812,-118.45243,2015
705073,819,,W,ANGELUS,PL,,90291,12/9/2015,,108B149  1005,GENERAL,West Los Angeles,,O,33.99101,-118.45396,2015
705114,17630,,W,VENTURA,BLVD,,91316,12/9/2015,,171B129   402,GENERAL,South Valley,,O,34.16195,-118.51746,2015
705115,2026,,S,GLENDON,AVE,,90025,12/9/2015,,129B153   952,GENERAL,West Los Angeles,,O,34.04659,-118.43252,2015
705125,7831,,W,WILLOW GLEN,ROAD,,90046,12/9/2015,,153B173   237,GENERAL,Central,,O,34.1169,-118.36792,2015
705126,11614,,N,HERRICK,AVE,,91340,12/9/2015,,213B157   313,GENERAL,North Valley,,O,34.28132,-118.42541,2015
705133,18936,,W,INGOMAR,ST,,91335,12/9/2015,,189B121   566,GENERAL,South Valley,,O,34.21187,-118.54623,2015
705135,1800,,S,RIDGELEY,DR,,90019,12/9/2015,,126B177   697,GENERAL,South Los Angeles,,O,34.04205,-118.358,2015
705057,421,,W,62ND,ST,,90003,12/8/2015,,105B201   844,GENERAL,South Los Angeles,,O,33.98343,-118.28129,2015
705119,8417,,S,STANFORD,AVE,,90001,12/9/2015,,097-5A207 121,GENERAL,South Los Angeles,,O,33.96235,-118.26311,2015
705124,915,,E,93RD,ST,,90002,12/9/2015,,094-5A209 249,GENERAL,South Los Angeles,,O,33.95215,-118.25806,2015
704993,4281,,W,FOUNTAIN,AVE,,90027,12/7/2015,,147A201   221,GENERAL,Central,,O,34.09594,-118.28253,2015
705004,6717,,N,ORION,AVE,,91406,12/7/2015,,180B145   136,GENERAL,South Valley,,O,34.19261,-118.47078,2015
705046,2436,,N,INVERNESS,AVE,,90027,12/8/2015,,153B197   228,GENERAL,Central,,O,34.11498,-118.28832,2015
705056,4835,,N,MINDEN,PL,,90041,12/8/2015,,160-5A231  67,GENERAL,East Los Angeles,,O,34.13485,-118.18723,2015
705150,3430,,N,WRIGHTWOOD,DR,,91604,12/9/2015,,159B173   126,GENERAL,South Valley,,O,34.1348,-118.37377,2015
705152,6713,,N,KATHERINE,AVE,,91405,12/9/2015,,180B153   242,GENERAL,South Valley,,O,34.19242,-118.44329,2015
705154,6213,,N,TUJUNGA,AVE,,91606,12/9/2015,,177B173   374,GENERAL,South Valley,,O,34.18352,-118.37921,2015
705155,6732,,N,HINDS,AVE,,91606,12/9/2015,,180B169   150,GENERAL,South Valley,,O,34.19314,-118.39094,2015
705173,11917,,W,SANTA MONICA,BLVD,,90025,12/10/2015,,126B145   463,GENERAL,West Los Angeles,,O,34.04181,-118.46093,2015
705179,6253,,N,ZELZAH,AVE,,91335,12/10/2015,,177B129   112,GENERAL,South Valley,,O,34.18334,-118.52308,2015
705183,3800,,S,GRAND,AVE,,90037,12/10/2015,,117A203   140,GENERAL,South Los Angeles,,O,34.01492,-118.27929,2015
705217,6334,,W,LA REINA,DR,,91042,12/10/2015,,198B205   352,GENERAL,North Valley,,O,34.23914,-118.26945,2015
705228,849,,E,41ST,ST,,90011,12/10/2015,,115-5A207 432,GENERAL,South Los Angeles,,O,34.00932,-118.26079,2015
705238,2096,,W,29TH,PL,,90018,12/10/2015,,120B193   235,GENERAL,South Los Angeles,,O,34.02814,-118.31179,2015
705241,1821,,N,MANDEVILLE CANYON,ROAD,,90049,12/10/2015,,135B137   245,GENERAL,West Los Angeles,,O,34.06746,-118.49382,2015
705138,116,,W,73RD,ST,,90003,12/9/2015,,102B201  1046,GENERAL,South Los Angeles,,O,33.97361,-118.27464,2015
705230,7936,,N,WOODLEY,AVE,,91406,12/10/2015,,189B141    94,GENERAL,South Valley,,O,34.21504,-118.48348,2015
705227,1974,,N,DE MILLE,DR,,90027,12/10/2015,,150A195    76,GENERAL,Central,,O,34.10621,-118.30308,2015
705244,9540,,N,WHEATLAND,AVE,,91040,12/10/2015,,198B177    46,CITATIONS,North Valley,,O,34.24292,-118.35856,2015
705255,104,,S,HAYWORTH,AVE,,90048,12/11/2015,,138B177   598,GENERAL,Central,,O,34.07407,-118.36248,2015
705256,11759,,N,FENTON,AVE,,91342,12/11/2015,,213B165   104,GENERAL,North Valley,,O,34.28378,-118.39352,2015
705258,2042,,S,CURSON,AVE,,90016,12/11/2015,,126B177  1270,GENERAL,South Los Angeles,,O,34.039,-118.36359,2015
705313,,,,,,,,12/11/2015,,222B141   338,GENERAL,North Valley,,O,,,2015
705318,5425,,N,RHEA,AVE,,91356,12/11/2015,,174B121   668,GENERAL,South Valley,,O,34.16971,-118.54212,2015
705325,2622,,S,BENTLEY,AVE,,90064,12/12/2015,,123B157   731,GENERAL,West Los Angeles,,O,34.03287,-118.43105,2015
705327,10720,,W,CUSHDON,AVE,,90064,12/12/2015,,126B157  1097,GENERAL,West Los Angeles,,O,34.03912,-118.42393,2015
705443,14154,,W,GAIN,ST,,91331,12/14/2015,,198B153    28,GENERAL,North Valley,,O,34.24334,-118.4418,2015
705444,19339,,W,LONDELIUS,ST,,91324,12/14/2015,,195B117   109,GENERAL,North Valley,,O,34.22999,-118.55496,2015
705490,6712,,N,FRANRIVERS,AVE,,91307,12/15/2015,,180B089    56,GENERAL,South Valley,,O,34.19324,-118.65567,2015
705495,726,,S,SANTA FE,AVE,,90021,12/15/2015,,124-5A217 320,GENERAL,Central,,O,34.03375,-118.22985,2015
705253,17207,,W,NUGENT,PL,,91344,12/11/2015,,219B133   360,GENERAL,North Valley,,O,34.29734,-118.50781,2015
705493,625,,E,84TH,ST,,90001,12/15/2015,,097-5A207  34,GENERAL,South Los Angeles,,O,33.96297,-118.26412,2015
705436,4712,,E,KLAMATH,PL,,90032,12/14/2015,,139-5A231 121,GENERAL,East Los Angeles,,O,34.07469,-118.1823,2015
705503,7200,,W,BEVERLY,BLVD,,90036,12/15/2015,,138B181   439,GENERAL,Central,,O,34.07599,-118.34639,2015
705506,446,,E,ALTAIR,PL,,90291,12/15/2015,,108B145  1630,GENERAL,West Los Angeles,,O,33.98962,-118.46759,2015
705548,2226,,N,JOHNSTON,ST,,90031,12/15/2015,,138A223   330,GENERAL,East Los Angeles,,O,34.07091,-118.21018,2015
705553,9833,,N,COMMERCE,AVE,,91042,12/15/2015,,202-5A199 613,GENERAL,North Valley,,O,34.24772,-118.28898,2015
705554,7117,,W,VALMONT,ST,,91042,12/15/2015,,204B201  1020,GENERAL,North Valley,,O,34.25238,-118.2866,2015
705557,10147,,N,WHEATLAND,AVE,,91040,12/15/2015,,204B177   106,GENERAL,North Valley,,O,34.25513,-118.3576,2015
705573,28004,,S,WESTERN,AVE,,90732,12/16/2015,,027B193    86,GENERAL,Harbor,,O,33.76565,-118.31054,2015
705603,5840,,N,MELVIN,AVE,,91356,12/16/2015,,174B117    25,GENERAL,South Valley,,O,34.17705,-118.55987,2015
705606,836,,N,EDGEMONT,ST,,90029,12/16/2015,,144B197  1380,GENERAL,Central,,O,34.08687,-118.29588,2015
737367,15555,,W,LEADWELL,ST,,91406,9/23/2016,,186B141   642,PACE,South Valley,,O,34.20402,-118.47233,2016
737368,15517,,W,LEADWELL,ST,,91406,9/23/2016,,186B145   582,PACE,South Valley,,O,34.20401,-118.47118,2016
737369,1120,,W,47TH,ST,,90037,9/23/2016,,111B197   589,GENERAL,South Los Angeles,,O,34.00051,-118.29462,2016
737371,236,,W,53RD,ST,,90037,9/23/2016,,108B201   431,GENERAL,South Los Angeles,,O,33.99409,-118.27733,2016
705663,911,,E,91ST,ST,,90002,12/17/2015,,094-5A209  62,GENERAL,South Los Angeles,,O,33.95396,-118.25815,2015
705640,6608,,S,FIGUEROA,ST,,90003,12/16/2015,,102B201    65,GENERAL,South Los Angeles,,O,33.97948,-118.28247,2015
